book_id,authors,original_publication_year,title,average_rating,ratings_count,image_url
3867,Jon Ronson,2015.0,So You've Been Publicly Shamed,3.91,22484,https://images.gr-assets.com/books/1413749614m/22571552.jpg
3868,"Plato, Christopher Gill",-385.0,The Symposium,4.01,22413,https://images.gr-assets.com/books/1359922039m/81779.jpg
3869,D.B.C. Pierre,2003.0,Vernon God Little,3.58,22284,https://images.gr-assets.com/books/1339082247m/11711.jpg
3870,Michael Connelly,2000.0,"A Darkness More Than Night (Harry Bosch, #7; Terry McCaleb, #2; Harry Bosch Universe, #9)",4.12,25552,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3872,Ntozake Shange,1975.0,for colored girls who have considered suicide/when the rainbow is enuf,4.27,24288,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3873,Nora Roberts,2016.0,The Obsession,4.18,25318,https://images.gr-assets.com/books/1444838367m/26236956.jpg
3874,Laurell K. Hamilton,2006.0,"Micah (Anita Blake, Vampire Hunter, #13)",3.62,37410,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3875,Chloe Neill,2010.0,"Twice Bitten (Chicagoland Vampires, #3)",4.23,38287,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3876,Patricia Cornwell,2000.0,"The Last Precinct (Kay Scarpetta, #11)",3.83,26250,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3877,Jennifer Close,2011.0,Girls in White Dresses,3.12,25167,https://images.gr-assets.com/books/1320442277m/10047589.jpg
3878,"Stella Gibbons, Lynne Truss, Roz Chast",1932.0,Cold Comfort Farm,3.92,28260,https://images.gr-assets.com/books/1416161594m/92780.jpg
3880,Sylvia Day,2016.0,"One with You (Crossfire, #5)",4.04,29564,https://images.gr-assets.com/books/1458742883m/17876897.jpg
3883,Christopher Moore,1999.0,"The Lust Lizard of Melancholy Cove (Pine Cove, #2)",3.85,26312,https://images.gr-assets.com/books/1168444147m/33458.jpg
3884,William Gibson,1988.0,"Mona Lisa Overdrive (Sprawl, #3)",3.97,26410,https://images.gr-assets.com/books/1374778887m/154091.jpg
3886,Theodore Taylor,1969.0,"The Cay (The Cay, #1)",3.74,25832,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3887,Julie Garwood,1992.0,The Secret (Highlands' Lairds #1),4.26,32089,https://images.gr-assets.com/books/1312123398m/107770.jpg
3888,Justina Chen,2009.0,North of Beautiful,3.92,32034,https://images.gr-assets.com/books/1479868327m/3238153.jpg
3889,Carol Shields,1993.0,The Stone Diaries,3.84,27989,https://images.gr-assets.com/books/1285159303m/77554.jpg
3891,Beth Harbison,2007.0,"Shoe Addicts Anonymous (Shoe Addict, #1)",3.57,24029,https://images.gr-assets.com/books/1311992714m/1087075.jpg
3892,"Peter Høeg, Tiina Nunnally",1992.0,Smilla's Sense of Snow,3.73,25868,https://images.gr-assets.com/books/1485595488m/124509.jpg
3893,Bill Bryson,2007.0,Shakespeare: The World as Stage,3.79,25343,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3894,Nicholas Evans,2001.0,The Smoke Jumper,4.05,25668,https://images.gr-assets.com/books/1403193693m/9282.jpg
3895,Julia Hoban,2009.0,Willow,3.94,28342,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3896,Hillary Rodham Clinton,2003.0,Living History,3.75,23870,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3897,"Jeph Loeb, Tim Sale",2000.0,Batman: Dark Victory,4.11,22838,https://images.gr-assets.com/books/1327940341m/106076.jpg
3898,Edmund de Waal,2009.0,The Hare With Amber Eyes: A Family's Century of Art and Loss,3.85,21885,https://images.gr-assets.com/books/1316730175m/7821828.jpg
3901,Lissa Price,2012.0,"Starters (Starters, #1)",3.91,32143,https://images.gr-assets.com/books/1358435131m/11861062.jpg
3902,Kresley Cole,2008.0,Dark Needs at Night's Edge (Immortals After Dark #5),4.32,36250,https://images.gr-assets.com/books/1357613946m/1611656.jpg
3903,"Juan Rulfo, Margaret Sayers Peden, Susan Sontag",1955.0,Pedro Páramo,4.04,20450,https://images.gr-assets.com/books/1500663791m/38787.jpg
3904,L.M. Montgomery,1939.0,"Anne of Ingleside (Anne of Green Gables, #6)",4.05,36641,https://images.gr-assets.com/books/1285712495m/77391.jpg
3906,Harlan Coben,1995.0,Deal Breaker (Myron Bolitar #1),3.94,28921,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3907,"T.S. Eliot, Michael North",1922.0,The Waste Land,4.11,29008,https://images.gr-assets.com/books/1327910597m/34080.jpg
3908,"Heather Cocks, Jessica  Morgan",2015.0,The Royal We,3.8,25312,https://images.gr-assets.com/books/1421107274m/22875451.jpg
3909,Julia Quinn,2000.0,"The Viscount Who Loved Me (Bridgertons, #2)",4.19,35591,https://images.gr-assets.com/books/1379594308m/861326.jpg
3910,"Dave Barry, Ridley Pearson, Greg Call",2006.0,"Peter and the Shadow Thieves (Peter and the Starcatchers, #2)",4.15,29555,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3912,Jane Green,2008.0,The Beach House,3.62,25412,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3913,Milan Kundera,1990.0,Immortality,4.12,18574,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3914,Jeffrey Archer,2013.0,"Best Kept Secret (The Clifton Chronicles, #3)",3.94,18673,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3915,Robert Charles Wilson,2005.0,"Spin (Spin, #1)",4.01,26015,https://images.gr-assets.com/books/1406383726m/910863.jpg
3916,Eugene O'Neill,1956.0,Long Day's Journey Into Night,4.07,27215,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3917,"Kohta Hirano, Duane Johnson",1998.0,"Hellsing, Vol. 01 (Hellsing, #1)",4.28,23895,https://images.gr-assets.com/books/1403205185m/74928.jpg
3918,"Tim LaHaye, Jerry B. Jenkins",1998.0,"Soul Harvest: The World Takes Sides (Left Behind, #4)",3.95,25675,https://images.gr-assets.com/books/1406513506m/228261.jpg
3919,Laurie Halse Anderson,2007.0,Twisted,3.83,29573,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3920,Noah Gordon,1986.0,"The Physician (Cole Family Trilogy, #1)",4.35,19310,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3921,"Dean Koontz, Kevin J. Anderson, Scott Brick",2005.0,"Prodigal Son (Dean Koontz's Frankenstein, #1)",4.01,25871,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3922,"Jane Yolen, Mark Teague",2000.0,How Do Dinosaurs Say Good Night?,4.13,27968,https://images.gr-assets.com/books/1278431558m/122125.jpg
3925,Robert Ludlum,1988.0,The Icarus Agenda,3.93,24170,https://images.gr-assets.com/books/1403167832m/573201.jpg
3926,Kresley Cole,2010.0,Demon from the Dark (Immortals After Dark #10),4.47,34257,https://images.gr-assets.com/books/1357611692m/7098304.jpg
3928,Irvin D. Yalom,1992.0,When Nietzsche Wept,4.25,18054,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3929,Cormac McCarthy,1994.0,"The Crossing (The Border Trilogy, #2)",4.11,21586,https://images.gr-assets.com/books/1327197531m/365990.jpg
3930,"Aristotle, J.A.K. Thomson, Jonathan Barnes, Hugh Tredennick",-350.0,The Nicomachean Ethics,3.91,19380,https://images.gr-assets.com/books/1472992134m/19068.jpg
3933,Mary Roach,2005.0,Spook: Science Tackles the Afterlife,3.57,26306,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3934,William Blake,1789.0,Songs of Innocence and of Experience,4.11,26608,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3935,Lisa Kleypas,2007.0,"Sugar Daddy (Travises, #1)",4.0,31604,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3936,"Stan Berenstain, Jan Berenstain",1983.0,The Berenstain Bears and the Messy Room,4.16,27997,https://images.gr-assets.com/books/1344371748m/900065.jpg
3937,"Richard Bachman, Stephen King",2007.0,Blaze,3.65,27673,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3938,David Eddings,1988.0,"Demon Lord of Karanda (The Malloreon, #3)",4.05,30618,https://images.gr-assets.com/books/1342528740m/286507.jpg
3939,"H.W. Janson, Anthony F. Janson",1962.0,History of Art,3.8,22146,https://images.gr-assets.com/books/1330064588m/2693801.jpg
3940,Tess Gerritsen,2010.0,"Ice Cold (Rizzoli & Isles, #8)",4.14,24651,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3941,Bernard Cornwell,1995.0,"The Winter King (The Warlord Chronicles, #1)",4.27,23540,https://images.gr-assets.com/books/1311987677m/68520.jpg
3942,Frank Miller,1993.0,"Sin City, Vol. 2: A Dame to Kill For (Sin City, #2)",4.16,23170,https://images.gr-assets.com/books/1470924735m/59969.jpg
3943,Simone Elkeles,2007.0,"Leaving Paradise (Leaving Paradise, #1)",4.02,37323,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3944,Yukiru Sugisaki,1997.0,"D.N.Angel, Vol. 1 (D.N.Angel, #1)",4.01,25247,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3945,David Baldacci,1996.0,Total Control,4.06,24438,https://images.gr-assets.com/books/1344266875m/226791.jpg
3946,Karl Marlantes,2009.0,Matterhorn,4.25,22525,https://images.gr-assets.com/books/1431983015m/6411016.jpg
3947,"Trenton Lee Stewart, Diana Sudyka",2008.0,"The Mysterious Benedict Society and the Perilous Journey (The Mysterious Benedict Society, #2)",4.19,31395,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3948,"William Shakespeare, Barbara A. Mowat, Paul Werstine",1599.0,Henry V,3.87,29341,https://images.gr-assets.com/books/1331563646m/37526.jpg
3949,Aristotle,-350.0,Politics,3.91,22128,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3950,Jordan Belfort,2007.0,The Wolf of Wall Street,3.67,18289,https://images.gr-assets.com/books/1320489812m/522776.jpg
3951,Dietrich Bonhoeffer,1937.0,The Cost of Discipleship,4.35,23544,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3952,Amor Towles,2016.0,A Gentleman in Moscow,4.37,33394,https://images.gr-assets.com/books/1459524472m/29430012.jpg
3953,Michelle Alexander,2010.0,The New Jim Crow: Mass Incarceration in the Age of Colorblindness,4.49,23205,https://images.gr-assets.com/books/1328751532m/6792458.jpg
3954,"Knut Hamsun, George Egerton",1890.0,Hunger,4.09,21394,https://images.gr-assets.com/books/1456243307m/32585.jpg
3955,Cristina Henriquez,2014.0,The Book of Unknown Americans,3.85,22461,https://images.gr-assets.com/books/1413655729m/18465852.jpg
3956,Lauren DeStefano,2012.0,"Fever (The Chemical Garden, #2)",3.79,37188,https://images.gr-assets.com/books/1324955449m/11112619.jpg
3957,Sue Grafton,1985.0,"B is for Burglar  (Kinsey Millhone, #2)",3.83,32733,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3958,Kate Atkinson,2008.0,"When Will There Be Good News? (Jackson Brodie, #3)",3.97,25366,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3959,"Brian Azzarello, Lee Bermejo",2008.0,The Joker,4.04,23033,https://images.gr-assets.com/books/1334501983m/3134981.jpg
3960,"Sergei Lukyanenko, Andrew Bromfield",1998.0,Night Watch (Watch #1),3.97,25574,https://images.gr-assets.com/books/1351342315m/359375.jpg
3961,Jenny Offill,2014.0,Dept. of Speculation,3.72,20253,https://images.gr-assets.com/books/1367929545m/17402288.jpg
3962,Susan Meissner,2015.0,Secrets of a Charmed Life,4.17,21375,https://images.gr-assets.com/books/1403809486m/22544024.jpg
3963,Pat Conroy,1976.0,The Great Santini,4.13,22921,https://images.gr-assets.com/books/1442599829m/85448.jpg
3964,Dalton Trumbo,1939.0,Johnny Got His Gun,4.16,24871,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3965,Michael Connelly,1999.0,"Angels Flight (Harry Bosch, #6; Harry Bosch Universe, #7)",4.13,25469,https://images.gr-assets.com/books/1440615586m/32502.jpg
3966,Frank McCourt,2005.0,"Teacher Man (Frank McCourt, #3)",3.73,23736,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3967,Ellen Schreiber,2008.0,"Vampire Kisses: The Beginning (Vampire Kisses, #1-3)",4.12,25698,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3968,Eoin Colfer,2012.0,"The Last Guardian (Artemis Fowl, #8)",4.15,34459,https://images.gr-assets.com/books/1330969364m/9307674.jpg
3969,"Pierre Boulle, Xan Fielding",1963.0,Planet of the Apes,3.91,22742,https://images.gr-assets.com/books/1320558901m/414895.jpg
3970,Rachel Caine,2010.0,"Ghost Town (The Morganville Vampires, #9)",4.27,31362,https://images.gr-assets.com/books/1268376325m/7600922.jpg
3971,Belva Plain,1978.0,Evergreen,3.98,23790,https://images.gr-assets.com/books/1392996056m/182496.jpg
3973,James Dickey,1970.0,Deliverance,3.86,24522,https://images.gr-assets.com/books/1334998332m/592657.jpg
3974,Anne McCaffrey,1977.0,"Dragonsinger (Harper Hall, #2)",4.26,31874,https://images.gr-assets.com/books/1410942014m/28547.jpg
3975,Cynthia Hand,2013.0,"Boundless (Unearthly, #3)",4.15,36433,https://images.gr-assets.com/books/1342208984m/13049981.jpg
3977,"Katsura Hoshino, Mayumi Kobayashi",2004.0,"D.Gray-man, Volume 01",4.21,23910,https://images.gr-assets.com/books/1440124280m/568454.jpg
3978,Isaac Asimov,1983.0,The Robots of Dawn (Robot #3),4.13,26075,https://images.gr-assets.com/books/1351030933m/41810.jpg
3979,"Ian Caldwell, Dustin Thomason",2004.0,The Rule of Four,3.22,22724,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3980,Jessica Sorensen,2013.0,"The Redemption of Callie & Kayden (The Coincidence, #2)",4.11,38452,https://images.gr-assets.com/books/1366785115m/16718083.jpg
3982,Michael Connelly,2005.0,"The Closers (Harry Bosch, #11; Harry Bosch Universe, #13)",4.08,24688,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3983,Erin Hunter,2003.0,"Fire and Ice (Warriors, #2)",4.36,30745,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3984,Gena Showalter,2009.0,The Darkest Whisper (Lords of the Underworld #4),4.33,35144,https://images.gr-assets.com/books/1351277969m/5509920.jpg
3985,Rob Sheffield,2007.0,Love Is a Mix Tape,3.83,21971,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3986,"Legs McNeil, Gillian McCain",1996.0,Please Kill Me: The Uncensored Oral History of Punk,4.16,20652,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3988,Arnold Lobel,1976.0,"Frog and Toad All Year (Frog and Toad, #3)",4.34,28930,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3989,R.A. Salvatore,1998.0,"The Dark Elf Trilogy Collector's Edition (Forgotten Realms: Dark Elf Trilogy, #1-3; Legend of Drizzt, #1-3)",4.33,20722,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3990,Laurell K. Hamilton,2007.0,"The Harlequin (Anita Blake, Vampire Hunter #15)",3.9,35620,https://images.gr-assets.com/books/1257988532m/30225.jpg
3991,Sarah Weeks,2004.0,So B. It,4.1,26658,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3992,Margaret Peterson Haddix,2008.0,"Found (The Missing, #1)",3.97,30807,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3996,Andrzej Sapkowski,1994.0,"Krew elfów (Saga o Wiedźminie, #3)",4.23,11981,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3998,Marian Keyes,2002.0," Angels (Walsh Family, #3)",3.73,25680,https://images.gr-assets.com/books/1407711412m/82747.jpg
3999,Brandon Mull,2011.0,"A World Without Heroes (Beyonders, #1)",4.07,27160,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4000,John Flanagan,2008.0,"The Kings of Clonmel (Ranger's Apprentice, #8)",4.29,30299,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4001,Joe Hill,2016.0,The Fireman,3.92,17052,https://images.gr-assets.com/books/1469316385m/25816688.jpg
4002,Pittacus Lore,2014.0,"The Revenge of Seven (Lorien Legacies, #5)",4.28,26075,https://images.gr-assets.com/books/1398024854m/19346451.jpg
4003,Lew Wallace,1880.0,Ben-Hur: A Tale of the Christ,4.02,25280,https://images.gr-assets.com/books/1450180491m/387749.jpg
4004,"George Orwell, Lionel Trilling",1938.0,Homage to Catalonia,4.14,22227,https://images.gr-assets.com/books/1394868278m/9646.jpg
4005,Lolly Winston,2004.0,Good Grief,3.72,24273,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4006,"George R.R. Martin, Gary Gianni",2013.0,"A Knight of the Seven Kingdoms (The Tales of Dunk and Egg, #1-3)",4.19,20009,https://images.gr-assets.com/books/1423281810m/18635622.jpg
4007,Melissa de la Cruz,2010.0,"Misguided Angel (Blue Bloods, #5)",3.93,33454,https://images.gr-assets.com/books/1322343431m/7747263.jpg
4012,"Joss Whedon, Georges Jeanty",2007.0,"Buffy the Vampire Slayer: The Long Way Home (Season 8, #1)",3.96,26561,https://images.gr-assets.com/books/1331332425m/1270615.jpg
4013,Anthony Bourdain,2010.0,Medium Raw: A Bloody Valentine to the World of Food and the People Who Cook,3.73,21973,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4014,L.M. Montgomery,1923.0,"Emily of New Moon (Emily, #1)",4.09,33317,https://images.gr-assets.com/books/1327883976m/3562.jpg
4015,"Mikhail Bulgakov, Mirra Ginsburg, Mikhail Bulgakov",1925.0,Heart of a Dog,4.14,20086,https://images.gr-assets.com/books/1457906509m/113205.jpg
4016,John Gardner,1970.0,Grendel,3.69,25787,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4017,Bernard Cornwell,2005.0,"The Pale Horseman (The Saxon Stories, #2)",4.27,21686,https://images.gr-assets.com/books/1421710510m/68528.jpg
4018,James Gleick,1987.0,Chaos: Making a New Science,3.98,21703,https://images.gr-assets.com/books/1327941595m/64582.jpg
4019,"Kurt Busiek, Alex Ross",1993.0,Marvels,4.21,21636,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4020,Dave Eggers,2012.0,A Hologram for the King,3.29,20094,https://images.gr-assets.com/books/1337179987m/13722902.jpg
4021,"Jay Asher, Carolyn Mackler",2011.0,The Future of Us,3.58,32986,https://images.gr-assets.com/books/1366214559m/10959277.jpg
4022,James Patterson,2008.0,"Cross Country (Alex Cross, #14)",3.83,26068,https://images.gr-assets.com/books/1344270626m/1713912.jpg
4023,Kristen Ashley,2008.0,"Rock Chick (Rock Chick, #1)",4.2,41292,https://images.gr-assets.com/books/1266750153m/6538757.jpg
4024,Suzanne Young,2013.0,"The Program (The Program, #1)",4.07,30517,https://images.gr-assets.com/books/1344986164m/11366397.jpg
4025,Michael Connelly,2002.0,"City of Bones (Harry Bosch, #8; Harry Bosch Universe, #10)",4.04,25096,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4026,Peter F. Hamilton,2005.0,Judas Unchained,4.3,20850,https://images.gr-assets.com/books/1316501189m/45244.jpg
4027,Alexander McCall Smith,2001.0,"Morality for Beautiful Girls (No. 1 Ladies' Detective Agency, #3)",3.97,29574,https://images.gr-assets.com/books/1379303019m/7035.jpg
4028,Jennifer Echols,2009.0,Going Too Far,3.93,35071,https://images.gr-assets.com/books/1276962788m/4570679.jpg
4029,Philipp Meyer,2012.0,The Son,3.98,19821,https://images.gr-assets.com/books/1355349098m/16240761.jpg
4030,Sherrilyn Kenyon,2007.0,"The Dream Hunter (Dark-Hunter #10, Dream-Hunter #1)",4.06,34888,https://images.gr-assets.com/books/1437696622m/84132.jpg
4031,"Christopher Moore, Oliver Wyman",1997.0,Island of the Sequined Love Nun,3.78,25166,https://images.gr-assets.com/books/1168444146m/33455.jpg
4032,Bryn Greenwood,2016.0,All the Ugly and Wonderful Things,4.12,30089,https://images.gr-assets.com/books/1500552983m/26114135.jpg
4033,Sarah Dessen,2013.0,The Moon and More,3.63,29896,https://images.gr-assets.com/books/1426912781m/16101126.jpg
4035,"Ina Garten, Melanie Acevedo",1999.0,The Barefoot Contessa Cookbook,4.21,22497,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4036,"Kathy Reichs, Brendan Reichs",2010.0,"Virals (Virals, #1)",3.94,30226,https://images.gr-assets.com/books/1278653923m/7800188.jpg
4039,Rhoda Janzen,2009.0,Mennonite in a Little Black Dress: A Memoir of Going Home,3.17,23096,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4040,David Baldacci,1998.0,The Simple Truth,4.03,23615,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4041,Justin Cronin,2016.0,"The City of Mirrors (The Passage, #3)",4.2,16352,https://images.gr-assets.com/books/1447866792m/26891429.jpg
4044,Jacqueline Carey,2002.0,"Kushiel's Chosen (Phèdre's Trilogy, #2)",4.31,28621,https://images.gr-assets.com/books/1395020871m/395962.jpg
4045,Chetan Bhagat,2014.0,Half Girlfriend,3.16,22082,https://images.gr-assets.com/books/1407223058m/22874559.jpg
4047,Octavia E. Butler,1993.0,"Parable of the Sower (Earthseed, #1)",4.14,25577,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4048,"James Patterson, Maxine Paetro",2012.0,"11th Hour (Women's Murder Club, #11)",4.02,22697,https://images.gr-assets.com/books/1328409443m/11872242.jpg
4049,"Orson Scott Card, Aaron Johnston",2012.0,"Earth Unaware (The First Formic War, #1)",3.91,27961,https://images.gr-assets.com/books/1327948408m/13151129.jpg
4051,Daisy Goodwin,2010.0,The American Heiress,3.41,23992,https://images.gr-assets.com/books/1307342832m/9999107.jpg
4052,V.C. Andrews,1984.0,"Seeds of Yesterday (Dollanganger, #4)",3.81,27307,https://images.gr-assets.com/books/1321685100m/659612.jpg
4055,Denis Johnson,1992.0,Jesus' Son,4.15,20120,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4056,Vince Flynn,2012.0,"The Last Man (Mitch Rapp, #13)",4.34,21240,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4057,Amy Tan,2005.0,Saving Fish from Drowning,3.41,24579,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4058,Lisa Genova,2012.0,Love Anthony,3.94,22838,https://images.gr-assets.com/books/1339757265m/13547381.jpg
4059,Seth Godin,2003.0,Purple Cow: Transform Your Business by Being Remarkable,3.78,25230,https://images.gr-assets.com/books/1309203098m/641604.jpg
4060,Rick Yancey,2016.0,"The Last Star (The 5th Wave, #3)",3.64,30324,https://images.gr-assets.com/books/1444237685m/16131489.jpg
4062,Leon Uris,1970.0,QB VII,4.17,24396,https://images.gr-assets.com/books/1359742726m/426825.jpg
4063,Jim Butcher,2015.0,"The Aeronaut's Windlass (The Cinder Spires, #1)",4.18,20845,https://images.gr-assets.com/books/1425415066m/24876258.jpg
4064,"Alan Moore, Eddie Campbell, Pete Mullins",1999.0,From Hell,4.16,23971,https://images.gr-assets.com/books/1327894621m/23529.jpg
4065,Nora Roberts,2005.0,"Black Rose (In the Garden, #2)",4.03,29058,https://images.gr-assets.com/books/1298119100m/86321.jpg
4066,Lisa Gardner,1997.0,"The Perfect Husband (Quincy & Rainie, #1)",4.01,26578,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4067,Katherine Neville,1988.0,The Eight (The Eight #1),3.92,22928,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4069,Edith Pattou,2003.0,East,4.14,30596,https://images.gr-assets.com/books/1277997811m/161887.jpg
4070,Anne McCaffrey,1971.0,"Dragonquest (Pern, #2)",4.09,31971,https://images.gr-assets.com/books/1307994633m/127584.jpg
4071,"Sigmund Freud, James Strachey, Peter Gay",1930.0,Civilization and Its Discontents,3.76,21447,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4072,James Bowen,2012.0,A Street Cat Named Bob: How One Man and His Cat Found Hope on the Streets,3.96,17971,https://images.gr-assets.com/books/1331779332m/12394068.jpg
4073,J. Kenner,2013.0,"Complete Me (Stark Trilogy, #3)",4.23,32212,https://images.gr-assets.com/books/1363420378m/17411703.jpg
4074,Robin Hobb,2014.0,"Fool's Assassin (The Fitz and the Fool, #1)",4.35,15601,https://images.gr-assets.com/books/1393886110m/19288321.jpg
4075,"Joss Whedon, John Cassaday",2004.0,"Astonishing X-Men, Volume 1: Gifted",4.17,22373,https://images.gr-assets.com/books/1500464817m/31979.jpg
4076,Melissa Marr,2009.0,"Fragile Eternity (Wicked Lovely, #3)",3.83,37303,https://images.gr-assets.com/books/1327813714m/5152561.jpg
4078,Clive Barker,1989.0,The Great and Secret Show (Book of the Art #1),4.05,23328,https://images.gr-assets.com/books/1407710558m/32628.jpg
4079,Bill Bryson,1990.0,The Mother Tongue: English and How It Got That Way,3.95,24133,https://images.gr-assets.com/books/1388209925m/29.jpg
4080,Eric    Weiner,2008.0,The Geography of Bliss: One Grump's Search for the Happiest Places in the World,3.83,23023,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4082,Elle Kennedy,2015.0,"The Mistake (Off-Campus, #2)",4.15,37148,https://images.gr-assets.com/books/1447598937m/25564665.jpg
4083,Susan Elizabeth Phillips,2005.0,"Match Me If You Can (Chicago Stars, #6)",4.13,33805,https://images.gr-assets.com/books/1327154923m/73089.jpg
